 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
29,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02165-05257,12.720,1.971,0.404,16.654,3365.485,1384.884,3.843,4.484,0.576,1.259,0.794,0.886
30,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02184-04586,16.823,2.895,0.494,19.217,2935.031,1397.054,5.124,4.484,0.572,1.329,0.752,0.882
31,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02204-06363,14.771,1.877,0.441,17.936,4073.300,1409.865,5.124,3.843,0.577,1.508,0.663,0.900
32,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02232-06726,1.231,1.667,0.165,5.124,4308.384,1429.082,0.641,1.922,0.589,3.000,0.333,1.000
33,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02233-06732,31.184,2.052,0.444,28.184,4309.025,1426.520,6.406,7.687,0.493,1.541,0.649,0.826
34,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02261-05287,0.410,2.000,0.000,2.562,3386.623,1448.299,0.641,0.641,0.785,1.000,1.000,1.000
35,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02289-06019,20.105,2.355,0.467,20.498,3852.948,1463.672,5.124,5.124,0.601,1.096,0.912,0.916
36,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02299-04102,6.975,2.318,0.321,12.811,2626.282,1471.359,3.203,3.203,0.534,1.310,0.763,0.829
37,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02304-04093,9.848,2.628,0.463,15.373,2620.517,1473.921,3.203,4.484,0.524,1.551,0.645,0.828
38,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02307-05366,0.410,1.833,0.000,2.562,3437.227,1477.764,0.641,0.641,0.785,1.000,1.000,1.000
39,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02356-06220,21.747,2.178,0.487,23.060,3981.700,1506.589,5.124,5.765,0.514,1.184,0.845,0.855
40,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02392-04019,29.132,2.604,0.553,24.341,2571.835,1529.009,5.765,6.406,0.618,1.420,0.704,0.922
41,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02436-06232,19.695,2.422,0.523,21.779,3989.387,1557.834,5.765,5.124,0.522,1.266,0.790,0.857
42,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02439-04155,15.182,1.656,0.304,19.217,2659.591,1559.756,4.484,5.124,0.517,1.337,0.748,0.851
43,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02442-04301,0.821,1.434,0.164,3.843,2755.034,1563.599,0.641,1.281,0.698,2.000,0.500,1.000
44,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02480-04603,0.410,2.429,0.000,2.562,2948.482,1588.581,0.641,0.641,0.785,1.000,1.000,1.000
45,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02479-04618,3.693,3.192,0.978,10.249,2956.810,1586.659,2.562,2.562,0.442,2.094,0.477,0.750
46,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02483-04612,1.231,2.738,0.368,5.124,2953.607,1589.862,1.281,1.281,0.589,1.464,0.683,0.857
47,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02485-04602,2.872,1.913,0.650,11.530,2946.561,1590.502,3.203,2.562,0.271,3.655,0.274,0.583
48,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02478-06135,68.112,2.193,0.648,42.277,3925.331,1582.175,9.608,10.889,0.479,1.175,0.851,0.876
49,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02491-04607,7.386,1.137,0.233,19.217,2949.123,1594.346,3.843,3.203,0.251,1.209,0.827,0.720
50,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02491-05380,15.592,2.612,0.362,19.217,3443.633,1593.705,5.124,4.484,0.531,1.138,0.878,0.854
51,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02489-04615,72.625,1.701,0.526,81.991,2945.280,1589.862,21.779,9.608,0.136,3.069,0.326,0.484
52,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02497-04628,1.641,2.829,0.436,5.124,2963.856,1598.829,1.281,1.281,0.785,1.000,1.000,1.000
53,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02501-04602,0.410,1.350,0.000,2.562,2947.842,1602.032,0.641,0.641,0.785,1.000,1.000,1.000
54,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02502-04608,0.410,1.077,0.000,2.562,2951.685,1602.673,0.641,0.641,0.785,1.000,1.000,1.000
55,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02503-04602,0.410,1.706,0.000,2.562,2947.842,1603.313,0.641,0.641,0.785,1.000,1.000,1.000
56,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02503-04608,26.670,1.426,0.263,47.401,2946.561,1600.111,10.249,7.046,0.149,2.962,0.338,0.586
57,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02503-04621,28.722,1.958,0.560,47.401,2953.607,1599.470,12.811,7.687,0.161,2.216,0.451,0.475
58,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02508-04087,46.365,2.219,0.449,29.466,2614.752,1602.673,6.406,8.327,0.671,1.260,0.794,0.958
59,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02539-08060,10.258,1.885,0.290,15.373,5160.965,1625.092,4.484,3.203,0.545,1.355,0.738,0.862
60,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02587-02876,50.058,2.271,0.573,32.028,1838.398,1653.277,8.327,7.687,0.613,1.077,0.929,0.924
61,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02593-07923,3.283,2.583,0.403,8.968,5074.490,1659.682,1.922,2.562,0.513,1.939,0.516,0.842
62,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02602-05338,75.498,2.179,0.355,38.433,3414.167,1662.245,10.249,8.968,0.642,1.162,0.860,0.953
63,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02610-04522,27.901,1.421,0.666,24.341,2893.395,1669.291,6.406,5.765,0.592,1.089,0.919,0.907
64,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02621-04892,1.641,2.336,0.451,6.406,3132.963,1678.259,1.922,1.281,0.503,1.468,0.681,0.800
65,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02630-06329,115.708,1.906,0.535,56.369,4047.678,1678.899,13.452,12.171,0.458,1.149,0.870,0.898
66,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02647-05564,19.695,2.093,0.299,20.498,3560.855,1693.632,6.406,3.843,0.589,1.716,0.583,0.923
67,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02651-04859,17.233,2.709,0.522,20.498,3109.903,1695.554,5.124,5.124,0.515,1.273,0.785,0.848
68,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02723-06022,43.083,2.013,0.599,29.466,3854.230,1740.393,7.046,7.687,0.624,1.198,0.835,0.929
69,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02750-05612,5.744,2.661,0.315,10.249,3593.523,1760.890,3.203,1.922,0.687,1.662,0.602,0.966
70,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02763-07474,23.388,1.220,0.222,21.779,4784.958,1767.296,5.124,5.765,0.620,1.180,0.847,0.912
71,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02764-03954,25.850,2.310,0.508,24.341,2529.558,1767.936,6.406,5.765,0.548,1.086,0.921,0.875
72,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02771-03900,25.029,2.994,0.752,21.779,2495.609,1772.420,5.765,5.124,0.663,1.168,0.856,0.938
73,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02784-06355,7.796,0.739,0.130,12.811,4069.457,1782.029,3.203,3.203,0.597,1.344,0.744,0.884
74,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02797-05304,0.410,1.625,0.000,2.562,3397.513,1791.637,0.641,0.641,0.785,1.000,1.000,1.000
75,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02798-05296,0.410,1.500,0.000,2.562,3392.388,1792.278,0.641,0.641,0.785,1.000,1.000,1.000
76,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02803-05291,0.821,2.052,0.516,3.843,3389.185,1794.840,0.641,1.281,0.698,2.000,0.500,1.000
77,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02804-06566,54.572,3.318,0.978,34.590,4201.411,1792.278,8.968,8.327,0.573,1.052,0.950,0.914
78,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02809-04568,26.260,1.613,0.217,23.060,2923.501,1796.121,5.124,6.406,0.621,1.305,0.766,0.921
79,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02850-05268,8.206,1.646,0.396,12.811,3373.171,1824.305,3.203,3.203,0.628,1.515,0.660,0.909
80,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02866-02468,35.697,2.985,0.866,26.903,1577.691,1832.633,7.046,6.406,0.620,1.130,0.885,0.911
81,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02866-02834,55.803,2.568,0.699,33.309,1810.854,1831.992,8.968,7.687,0.632,1.100,0.909,0.932
82,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02868-05415,38.980,2.488,0.703,29.466,3465.412,1833.273,6.406,8.327,0.564,1.315,0.760,0.896
83,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02891-04249,8.206,2.179,0.298,14.092,2719.804,1850.568,3.843,3.203,0.519,1.268,0.788,0.851
84,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02898-07675,22.978,2.017,0.495,23.060,4913.070,1853.771,6.406,5.124,0.543,1.362,0.734,0.862
85,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02899-04193,52.930,1.858,0.303,33.309,2682.011,1853.130,8.327,8.327,0.600,1.063,0.940,0.928
86,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02929-07264,13.130,2.633,0.507,15.373,4651.082,1874.269,3.843,3.843,0.698,1.000,1.000,0.941
87,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02933-06207,36.518,3.233,0.889,28.184,3972.733,1875.550,7.046,7.046,0.578,1.182,0.846,0.890
88,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02939-04097,4.103,2.438,0.448,8.968,2623.080,1881.956,2.562,1.922,0.641,1.236,0.809,0.909
89,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02939-03338,62.368,1.824,0.268,35.871,2133.694,1878.112,8.968,8.968,0.609,1.182,0.846,0.933
90,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02946-08503,23.388,2.507,0.628,23.060,5443.451,1884.518,6.406,5.124,0.553,1.386,0.722,0.864
91,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02947-05486,16.823,2.553,0.486,17.936,3512.172,1885.799,4.484,4.484,0.657,1.092,0.916,0.921
92,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02951-07650,8.617,2.224,0.505,17.936,4898.337,1888.361,3.843,3.843,0.337,1.075,0.930,0.724
93,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02966-06295,28.722,2.208,0.515,30.747,4029.102,1897.329,7.046,5.765,0.382,1.297,0.771,0.864
94,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02975-03930,22.157,2.735,0.618,21.779,2514.826,1903.094,5.124,5.765,0.587,1.223,0.818,0.893
95,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:02999-04186,33.235,2.601,0.355,28.184,2678.167,1917.827,7.046,6.406,0.526,1.208,0.828,0.900
96,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03003-04190,0.410,2.000,0.000,2.562,2683.932,1923.592,0.641,0.641,0.785,1.000,1.000,1.000
97,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03009-04222,34.056,2.422,0.848,29.466,2701.228,1923.592,7.046,7.687,0.493,1.329,0.753,0.869
98,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03029-05946,6.565,2.247,0.480,11.530,3807.469,1938.965,3.203,2.562,0.621,1.234,0.810,0.889
99,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03033-05940,0.821,1.650,0.071,3.843,3804.907,1942.168,0.641,1.281,0.698,2.000,0.500,1.000
100,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03041-05977,0.410,2.444,0.000,2.562,3828.607,1947.933,0.641,0.641,0.785,1.000,1.000,1.000
101,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03042-07532,2.462,1.990,0.270,7.687,4824.032,1947.292,1.281,2.562,0.524,1.809,0.553,0.857
102,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03044-05942,86.576,2.236,0.741,47.401,3801.063,1944.090,10.249,11.530,0.484,1.367,0.732,0.876
103,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03048-04400,52.520,2.612,0.626,32.028,2814.606,1948.573,7.687,8.327,0.643,1.138,0.879,0.934
104,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03051-05480,28.312,2.921,0.821,25.622,3507.048,1951.776,6.406,5.765,0.542,1.177,0.850,0.896
105,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03061-05786,23.798,3.409,0.782,20.498,3703.699,1958.182,5.124,5.124,0.712,1.069,0.936,0.959
106,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03067-05951,1.231,2.130,0.451,5.124,3811.312,1963.947,1.281,1.281,0.589,1.464,0.683,0.857
107,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03078-04225,0.410,3.125,0.000,2.562,2706.352,1971.633,0.641,0.641,0.785,1.000,1.000,1.000
108,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03080-06755,20.516,1.833,0.343,21.779,4324.398,1970.352,5.124,5.124,0.544,1.024,0.977,0.877
109,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03081-04770,31.184,2.136,0.525,25.622,3052.253,1970.993,6.406,5.765,0.597,1.162,0.861,0.927
110,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03084-07680,20.926,2.631,0.479,20.498,4916.913,1973.555,5.765,4.484,0.626,1.372,0.729,0.927
111,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03084-07625,29.132,2.450,0.605,24.341,4881.042,1972.915,6.406,5.765,0.618,1.088,0.919,0.934
112,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03087-04222,24.208,1.550,0.431,29.466,2699.946,1975.477,8.968,4.484,0.350,2.133,0.469,0.792
113,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03085-05151,59.906,1.698,0.319,37.152,3295.024,1971.633,8.968,8.968,0.545,1.124,0.890,0.904
114,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03094-06259,40.211,2.993,0.984,29.466,4005.401,1978.680,7.687,7.046,0.582,1.072,0.933,0.907
115,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03116-04338,6.565,2.212,0.262,12.811,2777.454,1994.694,3.203,3.203,0.503,1.126,0.888,0.821
116,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03113-04429,44.314,2.709,0.765,29.466,2833.182,1990.850,7.687,7.046,0.641,1.049,0.953,0.923
117,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03127-04277,7.386,1.995,0.493,12.811,2738.380,2001.740,3.203,3.203,0.565,1.079,0.926,0.857
118,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03130-02037,1.231,2.793,0.621,5.124,1304.173,2004.302,1.281,1.281,0.589,1.464,0.683,0.857
119,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03125-04739,44.314,3.206,0.587,29.466,3031.755,1998.537,7.687,7.046,0.641,1.083,0.923,0.931
120,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03130-04770,24.208,2.588,0.586,23.060,3052.893,2002.380,5.765,5.765,0.572,1.104,0.906,0.881
121,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03134-04385,16.002,2.748,0.460,17.936,2806.919,2005.583,4.484,4.484,0.625,1.138,0.879,0.918
122,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03150-07461,1.231,2.661,0.170,5.124,4778.553,2017.113,1.281,1.281,0.589,1.464,0.683,0.857
123,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03160-05640,28.312,1.456,0.204,30.747,3609.537,2020.316,6.406,8.327,0.376,1.816,0.551,0.775
124,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03171-06782,41.031,1.818,0.397,29.466,4341.053,2027.362,7.046,7.687,0.594,1.109,0.902,0.909
125,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03187-06876,5.334,3.528,0.457,14.092,4403.187,2039.532,2.562,3.843,0.338,1.705,0.586,0.703
126,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03193-06251,41.852,2.085,0.654,29.466,4000.276,2042.095,7.687,7.046,0.606,1.141,0.877,0.919
127,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03197-07739,5.334,2.940,0.493,10.249,4955.987,2046.579,2.562,2.562,0.638,1.450,0.690,0.897
128,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03206-05032,4.513,2.912,0.446,10.249,3222.000,2052.984,3.203,1.922,0.540,1.454,0.688,0.846
129,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03223-06737,41.031,2.570,0.543,30.747,4311.587,2060.671,7.687,7.687,0.545,1.106,0.904,0.889
130,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03226-02831,21.336,2.186,0.407,20.498,1810.854,2063.874,5.124,5.124,0.638,1.098,0.911,0.912
131,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03228-06116,33.235,2.984,0.720,26.903,3913.801,2065.155,7.687,5.765,0.577,1.379,0.725,0.920
132,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03245-07222,6.155,2.318,0.281,11.530,4624.819,2077.325,2.562,3.203,0.582,1.530,0.654,0.857
133,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03248-07219,1.231,2.246,0.140,5.124,4623.538,2079.888,1.281,1.281,0.589,1.464,0.683,0.857
134,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03252-07076,0.410,1.409,0.000,2.562,4532.579,2083.090,0.641,0.641,0.785,1.000,1.000,1.000
135,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03258-07068,2.872,1.688,0.338,8.968,4526.814,2085.653,1.281,3.203,0.449,2.423,0.413,0.824
136,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03258-04191,52.110,2.315,0.445,33.309,2680.730,2083.090,8.327,8.327,0.590,1.033,0.968,0.917
137,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03261-04057,23.798,2.032,0.711,26.903,2595.536,2085.653,6.406,7.046,0.413,1.433,0.698,0.789
138,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03271-03707,32.004,3.308,0.799,25.622,2371.341,2092.058,6.406,6.406,0.613,1.133,0.883,0.918
139,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03272-05967,16.413,1.865,0.259,20.498,3820.280,2093.339,4.484,5.765,0.491,1.456,0.687,0.842
140,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03277-06038,1.231,2.049,0.340,7.687,3867.041,2098.464,1.281,1.922,0.262,1.567,0.638,0.600
141,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03273-07211,25.850,1.201,0.329,29.466,4616.492,2093.339,5.765,7.046,0.374,1.444,0.693,0.792
142,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03278-06033,3.693,1.655,0.203,8.968,3863.838,2098.464,1.922,2.562,0.577,1.340,0.746,0.857
143,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03275-07116,34.056,1.679,0.524,29.466,4554.999,2093.980,6.406,7.687,0.493,1.104,0.906,0.869
144,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03291-03894,11.899,2.051,0.249,16.654,2492.406,2106.150,3.843,4.484,0.539,1.211,0.826,0.866
145,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03295-02417,9.027,2.199,0.383,14.092,1546.304,2109.353,3.843,3.203,0.571,1.494,0.669,0.898
146,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03355-06123,15.182,3.246,0.465,19.217,3920.207,2146.505,4.484,5.124,0.517,1.216,0.822,0.851
147,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03370-07378,16.413,2.542,0.407,17.936,4724.106,2156.754,4.484,4.484,0.641,1.234,0.810,0.920
148,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03373-05267,51.289,2.843,0.752,32.028,3369.969,2156.754,8.327,7.687,0.628,1.129,0.885,0.933
149,Result of BEFORE_GA3_B1 Region1_Merged_RAW_ch01.tif:03387-04154,2.052,2.644,0.286,6.406,2660.232,2168.925,1.922,1.281,0.628,1.553,0.644,0.909
