 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
48,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03599-12190,1.929E-4,0.654,0.000,0.056,169.306,49.986,0.014,0.014,0.785,1.000,1.000,1.000
49,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03633-01882,0.017,0.860,0.292,0.583,26.069,50.389,0.139,0.153,0.620,1.193,0.838,0.921
50,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03650-09641,7.716E-4,1.149,0.183,0.139,133.889,50.681,0.028,0.042,0.503,1.468,0.681,0.800
51,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03684-06116,0.003,0.851,0.054,0.278,84.917,51.139,0.069,0.069,0.440,1.156,0.865,0.757
52,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03689-03911,7.716E-4,1.014,0.263,0.167,54.292,51.222,0.056,0.028,0.349,3.493,0.286,0.667
53,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03687-02160,0.009,0.818,0.141,0.444,29.944,51.153,0.111,0.111,0.565,1.138,0.879,0.868
54,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03748-09241,0.008,0.934,0.093,0.417,128.292,52.014,0.111,0.097,0.572,1.238,0.808,0.872
55,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03751-05153,0.001,1.313,0.089,0.167,71.556,52.083,0.042,0.042,0.611,1.596,0.626,0.875
56,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03764-01570,0.027,1.205,0.151,0.722,21.722,52.194,0.181,0.181,0.646,1.158,0.863,0.942
57,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03817-07556,0.008,0.923,0.138,0.417,104.889,52.972,0.111,0.097,0.559,1.284,0.779,0.851
58,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03820-02401,0.016,1.432,0.165,0.556,33.278,52.986,0.139,0.139,0.660,1.082,0.924,0.944
59,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03836-09530,0.013,2.033,0.237,0.500,132.306,53.208,0.111,0.139,0.630,1.307,0.765,0.915
60,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03865-06092,0.026,1.975,0.492,0.722,84.528,53.597,0.181,0.181,0.632,1.061,0.943,0.938
61,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03867-08191,0.018,1.559,0.333,0.639,113.681,53.639,0.167,0.153,0.546,1.216,0.822,0.889
62,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03874-10399,1.929E-4,1.357,0.000,0.056,144.431,53.806,0.014,0.014,0.785,1.000,1.000,1.000
63,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03889-10383,0.014,1.277,0.234,0.583,144.139,53.944,0.153,0.139,0.506,1.102,0.907,0.830
64,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03896-07231,0.006,1.477,0.236,0.389,100.389,54.069,0.097,0.097,0.513,1.079,0.927,0.842
65,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03899-10109,0.006,1.574,0.219,0.333,140.361,54.111,0.083,0.083,0.676,1.034,0.967,0.939
66,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03925-09305,0.022,1.753,0.591,0.694,129.153,54.431,0.167,0.181,0.568,1.207,0.829,0.911
67,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03931-08969,0.017,0.993,0.168,0.583,124.500,54.528,0.139,0.153,0.620,1.246,0.803,0.916
68,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:03954-05336,0.058,0.968,0.134,1.139,73.972,54.778,0.278,0.278,0.566,1.038,0.964,0.932
69,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04013-05200,5.787E-4,2.737,0.535,0.111,72.208,55.722,0.028,0.028,0.589,1.464,0.683,0.857
70,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04015-09612,1.929E-4,1.467,0.000,0.056,133.500,55.764,0.014,0.014,0.785,1.000,1.000,1.000
71,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04042-10670,0.006,2.297,0.397,0.444,148.153,56.083,0.097,0.125,0.405,1.512,0.661,0.742
72,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04069-04815,0.012,2.104,0.372,0.528,66.819,56.444,0.125,0.139,0.548,1.205,0.830,0.869
73,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04082-09035,0.026,1.020,0.171,0.750,125.389,56.611,0.194,0.181,0.577,1.131,0.884,0.915
74,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04086-10221,0.005,1.090,0.147,0.389,141.917,56.708,0.097,0.097,0.417,1.598,0.626,0.800
75,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04114-04389,0.008,1.377,0.316,0.417,60.917,57.097,0.097,0.097,0.559,1.073,0.932,0.909
76,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04137-06549,0.029,1.511,0.364,0.806,90.875,57.361,0.181,0.208,0.557,1.156,0.865,0.914
77,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04161-09869,3.858E-4,1.448,0.128,0.083,137.056,57.792,0.028,0.014,0.698,2.000,0.500,1.000
78,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04174-09098,0.008,1.512,0.278,0.389,126.306,57.931,0.111,0.083,0.641,1.233,0.811,0.920
79,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04186-10497,0.011,1.394,0.184,0.500,145.722,58.083,0.139,0.111,0.543,1.533,0.652,0.862
80,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04190-10011,0.007,1.362,0.203,0.389,138.986,58.153,0.111,0.083,0.593,1.392,0.718,0.892
81,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04199-10019,0.031,1.270,0.257,0.778,139.056,58.236,0.208,0.181,0.637,1.142,0.876,0.933
82,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04201-09643,0.027,1.071,0.172,0.750,133.847,58.250,0.167,0.208,0.595,1.274,0.785,0.923
83,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04206-11971,0.012,1.661,0.292,0.472,166.208,58.361,0.125,0.111,0.652,1.165,0.858,0.930
84,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04208-06943,0.009,0.911,0.162,0.444,96.389,58.389,0.097,0.125,0.565,1.181,0.847,0.893
85,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04217-08740,0.012,1.858,0.328,0.500,121.333,58.514,0.125,0.125,0.601,1.106,0.904,0.905
86,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04216-10568,0.017,1.194,0.184,0.611,146.708,58.486,0.153,0.153,0.571,1.055,0.948,0.907
87,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04230-09301,0.017,1.743,0.297,0.583,129.111,58.681,0.139,0.153,0.613,1.203,0.831,0.915
88,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04238-08277,0.035,1.401,0.254,0.861,114.847,58.764,0.236,0.194,0.598,1.227,0.815,0.924
89,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04253-05677,0.026,1.826,0.343,0.750,78.750,58.986,0.194,0.181,0.582,1.077,0.929,0.909
90,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04310-02741,0.018,0.961,0.135,0.667,37.972,59.806,0.194,0.125,0.507,1.721,0.581,0.894
91,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04328-05743,0.050,1.549,0.383,1.000,79.639,59.986,0.250,0.250,0.630,1.046,0.956,0.947
92,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04347-05498,1.929E-4,0.963,0.000,0.056,76.361,60.375,0.014,0.014,0.785,1.000,1.000,1.000
93,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04352-05811,0.014,1.932,0.301,0.583,80.639,60.375,0.139,0.139,0.534,1.096,0.912,0.893
94,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04361-02925,0.015,1.495,0.267,0.583,40.556,60.500,0.153,0.139,0.541,1.159,0.863,0.869
95,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04361-08941,0.020,1.248,0.216,0.639,124.111,60.486,0.139,0.181,0.612,1.331,0.751,0.932
96,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04365-04085,0.019,2.126,0.440,0.639,56.667,60.542,0.153,0.167,0.600,1.056,0.947,0.910
97,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04371-01349,0.025,1.287,0.193,0.722,18.653,60.625,0.181,0.181,0.600,1.084,0.923,0.925
98,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04372-08526,0.017,1.072,0.150,0.639,118.347,60.653,0.139,0.153,0.523,1.162,0.861,0.898
99,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04373-07941,0.021,1.153,0.149,0.667,110.208,60.653,0.167,0.167,0.589,1.056,0.947,0.915
100,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04400-08080,0.007,1.060,0.117,0.389,112.181,61.069,0.097,0.083,0.545,1.302,0.768,0.895
101,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04408-08478,5.787E-4,0.837,0.061,0.167,117.736,61.208,0.042,0.042,0.262,4.123,0.243,0.600
102,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04412-08479,0.005,0.870,0.131,0.556,117.722,61.222,0.097,0.111,0.188,1.954,0.512,0.600
103,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04416-06122,0.037,1.020,0.180,0.889,84.917,61.236,0.236,0.208,0.595,1.131,0.884,0.933
104,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04420-09993,0.011,1.849,0.314,0.472,138.736,61.333,0.111,0.125,0.598,1.266,0.790,0.902
105,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04476-04540,1.929E-4,1.333,0.000,0.056,63.056,62.167,0.014,0.014,0.785,1.000,1.000,1.000
106,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04471-03952,0.023,0.950,0.167,0.694,54.806,62.014,0.167,0.181,0.588,1.130,0.885,0.918
107,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04476-04537,0.011,1.389,0.209,0.556,62.958,62.097,0.125,0.139,0.448,1.151,0.869,0.809
108,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04477-04419,0.026,1.035,0.182,0.722,61.292,62.097,0.181,0.181,0.623,1.052,0.951,0.931
109,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04481-07242,0.013,1.784,0.337,0.528,100.528,62.167,0.125,0.139,0.592,1.292,0.774,0.907
110,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04483-03127,0.009,1.865,0.285,0.444,43.375,62.222,0.111,0.097,0.552,1.271,0.787,0.900
111,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04489-08241,0.003,1.843,0.417,0.250,114.417,62.333,0.083,0.042,0.543,2.022,0.495,0.875
112,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04499-04714,0.015,1.839,0.340,0.556,65.403,62.417,0.139,0.139,0.628,1.121,0.892,0.925
113,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04503-03838,0.012,1.195,0.162,0.528,53.236,62.486,0.139,0.125,0.531,1.207,0.829,0.884
114,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04515-09488,3.858E-4,1.900,0.707,0.083,131.778,62.694,0.014,0.028,0.698,2.000,0.500,1.000
115,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04579-06787,0.022,1.636,0.307,0.667,94.181,63.514,0.167,0.167,0.616,1.072,0.933,0.934
116,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04598-12973,0.004,2.456,0.379,0.278,180.153,63.819,0.056,0.083,0.628,1.494,0.669,0.930
117,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04604-03053,0.021,1.427,0.183,0.722,42.319,63.861,0.181,0.167,0.507,1.102,0.907,0.879
118,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04617-02917,0.030,1.008,0.133,0.833,40.417,64.014,0.194,0.222,0.534,1.413,0.708,0.905
119,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04645-07198,0.003,1.335,0.221,0.306,99.944,64.486,0.069,0.069,0.415,1.184,0.844,0.821
120,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04651-04547,0.003,1.749,0.248,0.278,63.125,64.569,0.069,0.069,0.534,1.385,0.722,0.850
121,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04668-02320,0.011,1.983,0.257,0.472,32.167,64.778,0.111,0.125,0.641,1.143,0.875,0.922
122,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04684-04734,0.027,1.362,0.199,0.750,65.667,64.958,0.181,0.194,0.612,1.112,0.900,0.931
123,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04688-07115,0.008,1.377,0.245,0.417,98.764,65.069,0.111,0.097,0.559,1.444,0.693,0.899
124,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04704-10178,0.006,1.685,0.287,0.333,141.319,65.292,0.083,0.083,0.676,1.196,0.836,0.939
125,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04712-05144,0.002,2.152,0.275,0.194,71.417,65.431,0.056,0.042,0.577,1.536,0.651,0.857
126,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04719-03553,5.787E-4,0.591,0.044,0.111,49.333,65.528,0.028,0.028,0.589,1.464,0.683,0.857
127,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04721-03555,7.716E-4,0.607,0.052,0.167,49.347,65.556,0.056,0.028,0.349,3.493,0.286,0.667
128,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04720-05189,0.030,1.239,0.182,0.806,71.972,65.458,0.208,0.194,0.590,1.061,0.943,0.919
129,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04734-03642,0.013,1.147,0.149,0.500,50.528,65.694,0.125,0.125,0.650,1.031,0.970,0.924
130,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04755-02691,1.929E-4,1.571,0.000,0.056,37.375,66.042,0.014,0.014,0.785,1.000,1.000,1.000
131,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04756-02688,0.003,1.763,0.242,0.333,37.306,66.014,0.069,0.083,0.393,1.187,0.843,0.750
132,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04775-05131,0.007,0.949,0.135,0.389,71.222,66.278,0.097,0.097,0.561,1.082,0.924,0.854
133,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04785-08606,0.016,1.526,0.225,0.583,119.458,66.389,0.153,0.139,0.584,1.013,0.987,0.906
134,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04794-02608,0.021,1.028,0.143,0.667,36.139,66.514,0.181,0.153,0.584,1.272,0.786,0.915
135,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04797-08473,0.010,1.562,0.218,0.500,117.625,66.569,0.125,0.125,0.514,1.394,0.718,0.862
136,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04806-03862,0.021,1.355,0.189,0.722,53.556,66.667,0.181,0.167,0.516,1.068,0.936,0.892
137,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04815-06079,0.012,1.531,0.187,0.500,84.375,66.819,0.125,0.125,0.582,1.086,0.920,0.889
138,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04833-01840,0.031,1.319,0.257,0.861,25.458,67.014,0.208,0.222,0.523,1.271,0.787,0.894
139,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04848-03107,0.003,2.520,0.401,0.278,43.125,67.306,0.069,0.069,0.565,1.094,0.914,0.857
140,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04890-06421,1.929E-4,1.600,0.000,0.056,89.181,67.917,0.014,0.014,0.785,1.000,1.000,1.000
141,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04892-09897,0.024,1.187,0.168,0.694,137.375,67.861,0.167,0.181,0.613,1.165,0.858,0.931
142,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04907-04878,0.022,1.918,0.302,0.667,67.667,68.069,0.167,0.167,0.622,1.040,0.962,0.927
143,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04923-07531,0.017,1.931,0.506,0.611,104.528,68.292,0.139,0.167,0.578,1.244,0.804,0.908
144,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04940-06691,0.008,1.445,0.283,0.417,92.889,68.556,0.097,0.111,0.600,1.339,0.747,0.887
145,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04952-09125,0.003,2.152,0.208,0.250,126.708,68.750,0.069,0.056,0.504,1.069,0.936,0.788
146,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04980-04913,0.026,1.256,0.167,0.750,68.153,69.069,0.181,0.194,0.573,1.199,0.834,0.917
147,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04993-09108,1.929E-4,1.333,0.000,0.056,126.500,69.347,0.014,0.014,0.785,1.000,1.000,1.000
148,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:04990-08174,0.021,1.912,0.547,0.639,113.458,69.222,0.153,0.167,0.647,1.122,0.891,0.944
149,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05000-04816,1.929E-4,1.381,0.000,0.056,66.889,69.444,0.014,0.014,0.785,1.000,1.000,1.000
150,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05000-04818,0.004,1.331,0.123,0.361,66.875,69.403,0.083,0.083,0.353,1.079,0.927,0.691
151,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05003-06303,0.006,2.057,0.306,0.333,87.500,69.444,0.083,0.083,0.654,1.062,0.942,0.909
